time,EXT_TMP,EXT_WIND_DIRECT,EXT_WIND_SPEED,INT_CO2,INT_REL_HD,INT_TMP,MAX_EXT_TMP,MIN_EXT_TMP
2022-04-22 12:30:00+00:00,13.31,90.0,1.69,587.2,61.42,13.11,13.6,13.0
2022-04-22 12:40:00+00:00,13.19,90.0,1.39,588.4,61.15,13.19,13.5,13.0
2022-04-22 12:50:00+00:00,13.17,90.0,1.05,588.6,61.39,13.12,13.4,13.0
2022-04-22 13:00:00+00:00,13.34,90.0,1.58,590.0,61.56,13.04,13.7,13.0
2022-04-22 13:10:00+00:00,13.43,90.0,0.83,589.4,61.68,12.96,14.1,13.0
2022-04-22 13:20:00+00:00,13.7,90.0,1.78,587.2,61.85,12.91,14.0,13.1
2022-04-22 13:30:00+00:00,13.75,90.0,1.28,585.5,61.79,12.88,14.0,13.5
2022-04-22 13:40:00+00:00,13.83,90.0,0.91,581.5,60.26,13.18,14.4,13.4
2022-04-22 13:50:00+00:00,13.85,90.0,0.77,585.1,60.43,13.47,14.3,13.5
2022-04-22 14:00:00+00:00,14.11,90.0,0.71,584.6,60.13,13.73,14.5,13.8
2022-04-22 14:10:00+00:00,14.06,90.0,0.79,587.1,59.16,13.65,14.5,13.9
2022-04-22 14:20:00+00:00,14.23,90.0,1.02,582.4,59.17,13.84,14.6,14.1
2022-04-22 14:30:00+00:00,14.31,90.0,0.95,568.9,59.02,14.21,14.6,14.0
2022-04-22 14:40:00+00:00,14.52,90.0,1.02,561.4,58.78,14.52,14.9,13.9
2022-04-22 14:50:00+00:00,14.53,90.0,0.94,550.9,59.39,14.7,14.8,14.2
2022-04-22 15:00:00+00:00,14.46,90.0,1.31,540.8,59.16,15.0,14.7,14.0
2022-04-22 15:10:00+00:00,14.55,90.0,2.17,533.7,58.84,15.38,14.9,14.3
2022-04-22 15:20:00+00:00,14.63,90.0,1.76,516.0,57.33,15.87,14.7,14.5
2022-04-22 15:30:00+00:00,14.86,90.0,1.17,448.5,54.99,15.28,15.1,14.7
2022-04-22 15:40:00+00:00,14.69,90.0,1.47,441.6,56.8,15.46,15.1,14.2
2022-04-22 15:50:00+00:00,14.76,90.0,1.17,420.4,55.21,15.02,15.0,14.6
2022-04-22 16:00:00+00:00,14.49,90.0,1.25,401.8,55.63,14.46,14.8,14.2
2022-04-22 16:10:00+00:00,14.36,90.0,1.44,404.9,57.69,14.79,14.6,14.0
2022-04-22 16:20:00+00:00,14.23,90.0,1.72,395.9,57.88,14.97,14.8,13.7
2022-04-22 16:30:00+00:00,14.38,90.0,1.62,384.1,57.7,15.34,14.7,14.1
2022-04-22 16:40:00+00:00,14.57,90.0,0.94,373.4,57.87,15.8,14.9,14.3
2022-04-22 16:50:00+00:00,14.98,90.0,1.39,370.7,53.92,15.5,15.1,14.7
2022-04-22 17:00:00+00:00,14.88,90.0,1.34,348.6,54.13,15.73,15.3,14.3
2022-04-22 17:10:00+00:00,15.45,90.0,0.96,361.1,51.14,15.33,15.7,15.0
2022-04-22 17:20:00+00:00,15.18,90.0,1.3,353.6,53.83,15.13,15.3,15.0
2022-04-22 17:30:00+00:00,15.09,90.0,1.08,352.5,54.45,15.32,15.4,14.7
2022-04-22 17:40:00+00:00,15.08,90.0,1.26,369.1,51.35,14.05,15.4,14.8
2022-04-22 17:50:00+00:00,15.12,90.0,1.48,354.8,53.12,14.34,15.4,14.7
2022-04-22 18:00:00+00:00,15.05,90.0,1.8,353.3,54.7,14.46,15.3,14.6
2022-04-22 18:10:00+00:00,14.93,90.0,1.6,350.7,56.06,14.28,15.2,14.7
2022-04-22 18:20:00+00:00,14.95,90.0,1.14,350.2,57.33,14.12,15.2,14.6
2022-04-22 18:30:00+00:00,14.69,90.0,1.09,350.8,58.46,13.79,15.0,14.5
2022-04-22 18:40:00+00:00,14.59,90.0,1.14,354.1,59.16,13.48,14.9,14.2
2022-04-22 18:50:00+00:00,14.49,90.0,1.62,357.1,59.55,13.18,14.8,14.2
2022-04-22 19:00:00+00:00,14.44,90.0,1.39,361.1,60.04,12.83,14.7,14.2
2022-04-22 19:10:00+00:00,14.37,90.0,1.38,365.6,60.11,12.5,14.7,14.1
2022-04-22 19:20:00+00:00,14.08,90.0,1.38,371.9,60.03,12.22,14.3,13.9
2022-04-22 19:30:00+00:00,14.09,90.0,1.74,378.0,60.38,11.91,14.4,13.8
2022-04-22 19:40:00+00:00,14.05,90.0,1.73,382.9,60.67,11.71,14.3,13.8
2022-04-22 19:50:00+00:00,14.2,90.0,1.68,390.8,59.47,11.79,14.4,14.1
2022-04-22 20:00:00+00:00,13.92,90.0,1.43,396.7,59.99,11.87,14.3,13.7
2022-04-22 20:10:00+00:00,13.56,90.0,1.53,402.5,59.93,11.88,13.9,13.2
2022-04-22 20:20:00+00:00,13.62,90.0,2.02,406.4,59.57,11.86,13.9,13.4
2022-04-22 20:30:00+00:00,13.65,90.0,1.67,411.9,59.8,11.78,14.1,13.2
2022-04-22 20:40:00+00:00,13.68,90.0,1.4,415.4,59.96,11.75,13.9,13.3
2022-04-22 20:50:00+00:00,13.85,90.0,1.07,417.8,59.48,11.8,14.1,13.5
2022-04-22 21:00:00+00:00,13.75,90.0,1.4,422.0,59.73,11.8,14.0,13.4
2022-04-22 21:10:00+00:00,13.64,90.0,1.79,424.6,59.54,11.84,13.9,13.4
2022-04-22 21:20:00+00:00,13.68,90.0,1.44,428.0,59.64,11.85,13.9,13.5
2022-04-22 21:30:00+00:00,13.63,90.0,1.27,430.7,59.73,11.81,13.9,13.4
2022-04-22 21:40:00+00:00,13.6,90.0,0.65,434.7,60.17,11.77,13.8,13.4
2022-04-22 21:50:00+00:00,13.8,90.0,1.09,437.4,60.27,11.75,14.1,13.5
2022-04-22 22:00:00+00:00,13.68,90.0,1.1,440.6,59.97,11.73,14.2,13.4
2022-04-22 22:10:00+00:00,13.63,90.0,0.98,443.0,60.48,11.63,13.8,13.5
2022-04-22 22:20:00+00:00,13.53,90.0,0.85,447.1,59.73,11.64,13.8,13.3
2022-04-22 22:30:00+00:00,13.35,90.0,0.51,450.6,60.22,11.48,13.7,13.1
2022-04-22 22:40:00+00:00,13.21,90.0,0.16,455.0,59.7,11.42,13.6,13.0
2022-04-22 22:50:00+00:00,13.17,90.0,0.65,459.6,58.9,11.52,13.3,12.9
2022-04-22 23:00:00+00:00,13.11,90.0,0.74,463.5,58.61,11.57,13.4,12.8
2022-04-22 23:10:00+00:00,13.15,90.0,0.73,467.4,58.33,11.6,13.6,13.0
2022-04-22 23:20:00+00:00,13.13,90.0,0.75,473.2,58.85,11.53,13.3,13.0
2022-04-22 23:30:00+00:00,13.02,90.0,0.55,478.0,58.74,11.52,13.4,12.8
2022-04-22 23:40:00+00:00,13.04,90.0,0.67,482.0,58.38,11.65,13.3,12.7
2022-04-22 23:50:00+00:00,12.95,90.0,1.82,484.7,58.55,11.59,13.4,12.7
2022-04-23 00:00:00+00:00,12.95,90.0,1.91,488.9,58.36,11.69,13.1,12.8
2022-04-23 00:10:00+00:00,12.95,90.0,1.74,493.4,58.33,11.88,13.2,12.7
2022-04-23 00:20:00+00:00,12.99,90.0,1.24,497.8,58.87,11.92,13.2,12.7
2022-04-23 00:30:00+00:00,12.84,90.0,1.02,499.5,59.02,11.9,13.1,12.5
2022-04-23 00:40:00+00:00,12.6,90.0,0.86,502.5,59.48,11.83,13.0,12.1
2022-04-23 00:50:00+00:00,12.26,90.0,0.9,507.0,59.87,11.77,12.5,11.9
2022-04-23 01:00:00+00:00,12.39,90.0,0.96,508.6,59.42,11.68,12.6,12.2
2022-04-23 01:10:00+00:00,11.98,90.0,0.4,510.6,58.53,11.81,12.4,11.6
2022-04-23 01:20:00+00:00,11.34,90.0,0.34,512.2,56.25,12.35,11.8,10.9
2022-04-23 01:30:00+00:00,11.19,90.0,0.45,517.5,54.68,12.81,11.6,10.8
2022-04-23 01:40:00+00:00,11.08,90.0,0.57,519.9,55.69,12.8,11.4,10.8
2022-04-23 01:50:00+00:00,11.4,90.0,0.72,523.6,56.45,12.72,11.9,11.0
2022-04-23 02:00:00+00:00,11.49,90.0,0.52,528.5,57.25,12.62,11.9,10.8
2022-04-23 02:10:00+00:00,10.97,90.0,0.04,534.7,57.3,12.61,11.1,10.7
2022-04-23 02:20:00+00:00,10.6,90.0,0.45,539.9,57.64,12.51,10.8,10.4
2022-04-23 02:30:00+00:00,10.2,90.0,0.51,545.8,58.23,12.36,10.6,10.0
2022-04-23 02:40:00+00:00,10.09,90.0,0.2,549.8,57.95,12.29,10.6,9.7
2022-04-23 02:50:00+00:00,9.67,90.0,0.24,554.5,57.67,12.2,10.0,9.3
2022-04-23 03:00:00+00:00,9.25,90.0,0.35,560.3,58.48,12.03,9.6,8.5
2022-04-23 03:10:00+00:00,8.77,90.0,0.25,563.3,58.0,12.01,9.5,8.3
2022-04-23 03:20:00+00:00,9.11,90.0,0.24,565.9,56.8,12.25,9.6,8.4
2022-04-23 03:30:00+00:00,8.78,90.0,0.46,571.3,56.94,12.32,9.1,8.5
2022-04-23 03:40:00+00:00,8.68,90.0,0.37,575.5,57.49,12.26,9.2,8.3
2022-04-23 03:50:00+00:00,8.47,90.0,0.29,580.5,57.43,12.18,9.3,7.7
2022-04-23 04:00:00+00:00,8.14,90.0,0.23,583.1,57.69,12.07,8.8,7.5
2022-04-23 04:10:00+00:00,7.82,90.0,0.47,588.6,57.98,11.95,8.3,7.2
2022-04-23 04:20:00+00:00,7.7,90.0,0.8,591.2,58.06,11.86,8.0,7.4
2022-04-23 04:30:00+00:00,7.65,90.0,0.78,593.7,58.25,11.89,7.8,7.4
2022-04-23 04:40:00+00:00,7.64,90.0,0.93,595.5,56.77,12.26,8.0,7.4
2022-04-23 04:50:00+00:00,7.14,90.0,0.23,596.0,57.16,12.24,7.5,6.9
2022-04-23 05:00:00+00:00,6.98,90.0,0.36,601.5,56.56,12.37,7.4,6.7
2022-04-23 05:10:00+00:00,7.1,90.0,0.18,605.7,56.51,12.49,7.3,6.9
2022-04-23 05:20:00+00:00,7.02,90.0,0.31,607.8,57.91,12.4,7.4,6.6
2022-04-23 05:30:00+00:00,6.82,90.0,0.3,611.6,57.14,12.51,7.1,6.5
2022-04-23 05:40:00+00:00,6.97,90.0,0.12,611.7,55.47,12.88,7.3,6.6
2022-04-23 05:50:00+00:00,6.47,90.0,0.07,615.0,55.7,12.86,6.9,5.9
2022-04-23 06:00:00+00:00,6.35,270.0,0.17,618.5,57.57,12.62,6.7,6.1
2022-04-23 06:10:00+00:00,6.28,270.0,0.83,625.6,58.16,12.47,6.7,5.5
2022-04-23 06:20:00+00:00,5.97,270.0,0.11,625.4,57.77,12.54,6.2,5.8
2022-04-23 06:30:00+00:00,5.92,270.0,0.05,629.8,58.22,12.71,6.2,5.5
2022-04-23 06:40:00+00:00,6.16,270.0,0.04,627.8,55.74,13.26,6.6,5.8
2022-04-23 06:50:00+00:00,6.73,90.0,0.25,632.9,54.73,13.28,7.2,6.3
2022-04-23 07:00:00+00:00,6.65,90.0,0.18,636.8,56.6,13.07,7.1,6.3
2022-04-23 07:10:00+00:00,6.59,90.0,0.19,636.9,57.34,12.87,7.0,6.1
2022-04-23 07:20:00+00:00,7.08,90.0,0.08,637.8,57.64,12.89,7.7,6.6
2022-04-23 07:30:00+00:00,7.3,90.0,0.12,629.9,57.87,13.04,7.5,7.0
2022-04-23 07:40:00+00:00,7.5,90.0,0.2,632.2,56.6,13.01,7.7,7.3
2022-04-23 07:50:00+00:00,7.67,90.0,0.19,615.6,56.37,13.57,8.1,7.0
2022-04-23 08:00:00+00:00,7.89,90.0,0.38,587.6,55.36,13.95,8.4,7.6
2022-04-23 08:10:00+00:00,8.36,90.0,0.19,541.4,55.75,13.64,8.7,7.9
2022-04-23 08:20:00+00:00,8.52,90.0,0.66,516.1,55.02,14.19,9.1,8.0
2022-04-23 08:30:00+00:00,9.93,90.0,0.49,452.1,52.56,14.07,10.4,8.9
2022-04-23 08:40:00+00:00,10.21,90.0,0.21,406.7,50.95,14.5,10.8,9.5
2022-04-23 08:50:00+00:00,11.08,90.0,0.28,379.2,48.66,14.44,11.7,10.7
2022-04-23 09:00:00+00:00,11.75,90.0,0.23,367.5,49.01,14.46,12.3,11.2
2022-04-23 09:10:00+00:00,12.51,90.0,0.22,365.1,47.63,14.29,12.9,12.1
2022-04-23 09:20:00+00:00,13.3,270.0,0.3,356.4,47.46,15.1,13.9,13.0
2022-04-23 09:30:00+00:00,13.92,270.0,0.27,369.3,45.32,14.58,14.6,13.1
2022-04-23 09:40:00+00:00,14.42,270.0,0.32,360.7,45.21,15.36,14.9,13.8
2022-04-23 09:50:00+00:00,14.14,270.0,0.34,361.3,44.43,15.07,14.5,13.7
2022-04-23 10:00:00+00:00,15.96,270.0,0.23,367.2,43.01,15.8,16.5,15.1
2022-04-23 10:10:00+00:00,15.84,270.0,0.84,372.5,40.04,15.12,16.7,15.3
2022-04-23 10:20:00+00:00,15.76,270.0,0.77,355.9,40.57,16.62,16.1,15.5
2022-04-23 10:30:00+00:00,17.11,90.0,0.37,350.1,39.74,16.79,18.3,15.9
2022-04-23 10:40:00+00:00,17.06,90.0,0.67,355.5,37.65,16.04,17.5,16.7
2022-04-23 10:50:00+00:00,17.22,270.0,0.93,347.2,37.35,16.81,17.7,16.9
2022-04-23 11:00:00+00:00,17.91,90.0,0.55,350.9,36.7,17.17,19.0,17.1
2022-04-23 11:10:00+00:00,18.5,90.0,0.72,361.9,34.08,17.09,18.8,18.0
2022-04-23 11:20:00+00:00,18.82,270.0,0.64,356.9,33.28,17.57,19.7,18.3
2022-04-23 11:30:00+00:00,19.8,90.0,0.62,359.1,32.33,17.75,20.1,19.3
2022-04-23 11:40:00+00:00,20.26,270.0,0.61,361.2,30.65,17.92,21.4,19.1
2022-04-23 11:50:00+00:00,21.79,270.0,0.79,362.0,30.58,17.88,23.4,20.5
2022-04-23 12:00:00+00:00,21.81,270.0,0.83,361.5,29.68,17.94,23.0,20.7
2022-04-23 12:10:00+00:00,21.57,270.0,1.05,363.9,28.73,17.51,22.8,20.7
2022-04-23 12:20:00+00:00,21.82,270.0,0.75,358.3,30.05,17.94,22.6,20.8
2022-04-23 12:30:00+00:00,22.32,90.0,0.83,352.3,28.16,18.0,22.8,21.8
2022-04-23 12:40:00+00:00,21.37,90.0,1.78,351.7,29.4,18.1,21.8,21.0
2022-04-23 12:50:00+00:00,21.39,90.0,2.08,356.6,28.55,17.93,21.7,21.0
2022-04-23 13:00:00+00:00,21.17,90.0,2.54,356.5,30.46,18.22,21.6,20.7
2022-04-23 13:10:00+00:00,21.05,90.0,1.96,344.8,32.25,18.67,21.5,20.7
2022-04-23 13:20:00+00:00,21.58,90.0,2.38,341.9,32.07,18.61,22.0,21.3
2022-04-23 13:30:00+00:00,21.76,90.0,2.73,333.1,31.1,18.85,22.1,21.5
2022-04-23 13:40:00+00:00,22.12,90.0,1.87,332.0,29.87,18.75,22.6,21.8
2022-04-23 13:50:00+00:00,22.13,90.0,1.92,335.9,30.76,18.93,22.4,21.8
2022-04-23 14:00:00+00:00,22.67,90.0,1.93,340.3,29.03,19.12,23.3,22.2
2022-04-23 14:10:00+00:00,22.85,90.0,1.56,342.2,28.5,19.37,23.5,22.0
2022-04-23 14:20:00+00:00,23.0,90.0,2.24,345.6,27.78,19.22,23.4,22.6
2022-04-23 14:30:00+00:00,22.92,90.0,2.12,340.6,27.53,19.49,23.3,22.6
2022-04-23 14:40:00+00:00,23.31,90.0,1.72,339.1,28.2,19.28,23.8,22.4
2022-04-23 14:50:00+00:00,23.34,270.0,1.61,339.1,27.0,19.58,23.7,22.9
2022-04-23 15:00:00+00:00,23.39,270.0,2.33,341.3,26.06,19.45,23.8,23.2
2022-04-23 15:10:00+00:00,24.12,90.0,1.41,341.8,25.72,19.54,24.6,23.8
2022-04-23 15:20:00+00:00,24.22,90.0,2.47,347.3,25.77,19.33,24.6,23.6
2022-04-23 15:30:00+00:00,23.77,90.0,2.16,344.7,26.64,19.34,24.5,23.4
2022-04-23 15:40:00+00:00,24.02,90.0,2.16,345.1,25.98,19.33,24.5,23.5
2022-04-23 15:50:00+00:00,23.97,90.0,2.07,345.9,24.67,19.21,24.4,23.6
2022-04-23 16:00:00+00:00,23.74,90.0,3.05,349.2,26.58,19.0,24.5,23.1
2022-04-23 16:10:00+00:00,24.06,90.0,2.02,347.3,27.22,19.04,24.5,23.6
2022-04-23 16:20:00+00:00,23.7,90.0,2.65,349.8,28.36,18.86,24.3,23.5
2022-04-23 16:30:00+00:00,23.94,90.0,1.78,348.7,28.46,18.99,24.5,23.6
2022-04-23 16:40:00+00:00,23.88,90.0,2.5,350.7,29.13,18.85,24.3,23.6
2022-04-23 16:50:00+00:00,23.89,90.0,2.33,347.7,28.02,18.73,24.1,23.5
2022-04-23 17:00:00+00:00,24.16,90.0,2.59,350.2,29.42,18.4,24.4,23.7
2022-04-23 17:10:00+00:00,23.75,90.0,2.64,350.4,29.93,18.22,24.1,23.5
2022-04-23 17:20:00+00:00,23.63,90.0,2.46,350.8,31.32,18.09,23.8,23.5
2022-04-23 17:30:00+00:00,23.92,90.0,2.7,354.2,30.95,17.93,24.3,23.7
2022-04-23 17:40:00+00:00,23.62,90.0,2.55,357.0,31.23,17.45,23.8,23.3
2022-04-23 17:50:00+00:00,23.9,90.0,2.16,357.4,31.51,17.31,24.1,23.6
2022-04-23 18:00:00+00:00,23.45,90.0,2.49,357.8,36.01,17.4,23.6,23.2
2022-04-23 18:10:00+00:00,23.29,90.0,2.01,355.9,40.8,17.53,23.5,23.2
2022-04-23 18:20:00+00:00,23.21,90.0,1.96,366.6,35.4,17.05,23.4,23.0
2022-04-23 18:30:00+00:00,23.15,90.0,1.74,369.9,36.76,16.48,23.3,23.0
2022-04-23 18:40:00+00:00,22.83,90.0,1.42,375.5,40.17,16.24,23.0,22.6
2022-04-23 18:50:00+00:00,22.54,90.0,1.34,377.0,30.81,15.3,22.6,22.4
2022-04-23 19:00:00+00:00,22.2,90.0,1.3,382.5,29.93,14.81,22.4,21.8
2022-04-23 19:10:00+00:00,21.54,90.0,0.96,381.9,31.19,14.37,21.9,21.1
2022-04-23 19:20:00+00:00,20.71,90.0,0.8,384.5,31.18,13.91,21.1,20.2
2022-04-23 19:30:00+00:00,20.57,90.0,1.03,391.1,32.6,13.47,20.8,20.5
2022-04-23 19:40:00+00:00,20.29,90.0,0.55,399.1,34.9,13.1,20.6,19.8
2022-04-23 19:50:00+00:00,19.13,90.0,0.44,406.0,37.7,12.78,19.7,18.8
2022-04-23 20:00:00+00:00,18.46,90.0,0.74,410.9,39.66,12.54,19.0,18.1
2022-04-23 20:10:00+00:00,17.85,90.0,1.08,416.5,41.55,12.33,18.1,17.5
2022-04-23 20:20:00+00:00,17.2,90.0,0.7,421.3,43.65,12.04,17.6,17.0
2022-04-23 20:30:00+00:00,16.6,90.0,0.71,428.0,45.12,11.8,16.9,16.3
2022-04-23 20:40:00+00:00,16.32,90.0,0.6,434.5,46.77,11.6,16.6,16.1
2022-04-23 20:50:00+00:00,15.86,90.0,0.56,440.5,48.27,11.45,16.1,15.6
2022-04-23 21:00:00+00:00,15.53,90.0,0.3,444.7,49.92,11.25,15.7,15.3
2022-04-23 21:10:00+00:00,15.14,90.0,0.34,452.2,50.65,11.15,15.4,14.9
2022-04-23 21:20:00+00:00,15.11,90.0,0.5,457.7,50.41,11.39,15.3,14.8
2022-04-23 21:30:00+00:00,14.85,90.0,0.35,462.9,50.78,11.47,15.2,14.6
2022-04-23 21:40:00+00:00,14.51,90.0,0.27,468.2,51.17,11.46,14.9,14.2
2022-04-23 21:50:00+00:00,13.92,90.0,0.43,473.7,50.85,11.55,14.5,13.0
2022-04-23 22:00:00+00:00,12.82,90.0,0.13,480.0,51.63,11.5,13.3,12.3
2022-04-23 22:10:00+00:00,12.17,90.0,0.14,483.7,50.83,11.91,12.4,11.8
2022-04-23 22:20:00+00:00,11.86,90.0,0.11,490.9,50.42,12.32,12.2,11.7
2022-04-23 22:30:00+00:00,11.56,90.0,0.01,497.6,50.63,12.57,12.2,11.0
2022-04-23 22:40:00+00:00,11.48,90.0,0.06,505.8,51.05,12.69,11.8,11.3
2022-04-23 22:50:00+00:00,11.75,90.0,0.44,511.9,51.38,12.74,12.2,11.4
2022-04-23 23:00:00+00:00,11.78,90.0,0.48,517.2,51.53,12.73,11.9,11.5
2022-04-23 23:10:00+00:00,11.53,90.0,0.19,523.2,51.85,12.67,11.8,11.3
2022-04-23 23:20:00+00:00,10.97,90.0,0.04,526.3,52.0,12.63,11.5,10.7
2022-04-23 23:30:00+00:00,10.42,90.0,0.01,531.3,52.18,12.57,11.0,9.9
2022-04-23 23:40:00+00:00,9.51,90.0,0.0,535.2,52.67,12.46,9.8,9.2
2022-04-23 23:50:00+00:00,9.84,90.0,0.14,538.7,52.59,12.43,10.1,9.6
2022-04-24 00:00:00+00:00,9.96,90.0,0.12,542.5,52.86,12.34,10.0,9.8
2022-04-24 00:10:00+00:00,9.59,90.0,0.32,546.5,53.21,12.28,10.0,9.0
2022-04-24 00:20:00+00:00,9.33,90.0,0.03,549.9,53.45,12.19,9.6,9.0
2022-04-24 00:30:00+00:00,8.94,90.0,0.0,554.1,53.18,12.17,9.4,8.4
2022-04-24 00:40:00+00:00,8.41,90.0,0.1,558.7,53.49,12.13,8.6,8.2
2022-04-24 00:50:00+00:00,8.13,90.0,0.1,561.9,51.55,12.63,8.5,7.7
2022-04-24 01:00:00+00:00,7.81,270.0,0.27,563.6,51.98,12.77,8.1,7.6
2022-04-24 01:10:00+00:00,7.73,270.0,0.04,568.7,51.77,12.81,8.3,7.5
2022-04-24 01:20:00+00:00,7.83,270.0,0.14,574.9,52.07,12.71,8.2,7.5
2022-04-24 01:30:00+00:00,7.86,270.0,0.16,581.2,52.8,12.57,8.1,7.5
2022-04-24 01:40:00+00:00,7.5,270.0,0.04,587.8,53.38,12.43,8.0,6.9
2022-04-24 01:50:00+00:00,7.11,270.0,0.05,593.8,54.01,12.31,7.5,6.7
2022-04-24 02:00:00+00:00,7.06,270.0,0.05,599.8,53.86,12.22,7.3,6.6
2022-04-24 02:10:00+00:00,6.77,270.0,0.06,606.1,54.32,12.15,7.0,6.4
2022-04-24 02:20:00+00:00,6.72,270.0,0.11,609.6,54.48,12.07,7.2,6.3
2022-04-24 02:30:00+00:00,6.83,270.0,0.18,613.8,53.87,12.06,7.1,6.6
2022-04-24 02:40:00+00:00,6.46,270.0,0.13,615.2,54.06,12.01,6.6,6.3
2022-04-24 02:50:00+00:00,6.2,270.0,0.17,617.9,54.99,12.08,6.5,5.9
2022-04-24 03:00:00+00:00,6.56,270.0,0.05,620.6,55.0,12.13,7.1,6.3
2022-04-24 03:10:00+00:00,6.62,270.0,0.68,624.7,54.26,12.16,7.2,6.3
2022-04-24 03:20:00+00:00,6.36,270.0,0.12,630.7,54.59,12.0,6.6,5.9
2022-04-24 03:30:00+00:00,6.23,270.0,0.26,635.0,54.64,11.93,6.7,5.8
2022-04-24 03:40:00+00:00,6.13,270.0,0.09,637.0,55.25,11.89,6.4,5.8
2022-04-24 03:50:00+00:00,6.15,270.0,0.11,638.9,55.91,12.08,6.4,5.8
2022-04-24 04:00:00+00:00,6.11,270.0,0.09,642.1,55.11,12.15,6.4,5.7
2022-04-24 04:10:00+00:00,6.12,270.0,0.21,645.6,55.09,12.02,6.5,5.7
2022-04-24 04:20:00+00:00,6.3,270.0,0.18,652.4,55.76,11.88,6.6,6.0
2022-04-24 04:30:00+00:00,6.5,270.0,0.11,658.3,55.72,11.93,6.7,6.3
2022-04-24 04:40:00+00:00,6.88,270.0,0.22,662.3,54.91,12.34,7.1,6.5
2022-04-24 04:50:00+00:00,7.36,270.0,0.13,668.1,55.18,12.66,7.6,7.0
2022-04-24 05:00:00+00:00,7.48,270.0,0.11,673.0,57.36,12.61,7.8,7.1
2022-04-24 05:10:00+00:00,7.56,270.0,0.04,677.1,57.38,12.6,7.9,7.0
2022-04-24 05:20:00+00:00,7.85,270.0,0.0,682.1,58.38,12.51,8.3,7.5
2022-04-24 05:30:00+00:00,7.97,270.0,0.0,686.6,58.53,12.52,8.3,7.7
2022-04-24 05:40:00+00:00,8.34,270.0,0.0,690.9,59.27,12.47,8.5,8.2
2022-04-24 05:50:00+00:00,8.31,270.0,0.08,695.4,60.4,12.41,8.7,7.9
2022-04-24 06:00:00+00:00,8.4,270.0,0.09,694.1,60.32,12.55,8.7,8.1
2022-04-24 06:10:00+00:00,8.64,270.0,0.08,700.7,60.4,12.68,9.1,8.4
2022-04-24 06:20:00+00:00,8.94,270.0,0.22,696.7,60.12,12.75,9.2,8.7
2022-04-24 06:30:00+00:00,8.96,270.0,0.0,698.5,59.97,12.9,9.2,8.7
2022-04-24 06:40:00+00:00,9.22,270.0,0.04,696.5,58.37,13.27,9.4,9.0
2022-04-24 06:50:00+00:00,9.65,270.0,0.0,703.4,58.52,13.3,9.9,9.3
2022-04-24 07:00:00+00:00,9.82,270.0,0.0,705.2,59.81,13.24,10.1,9.6
2022-04-24 07:10:00+00:00,10.25,270.0,0.2,699.4,59.43,13.32,10.5,9.9
2022-04-24 07:20:00+00:00,10.64,270.0,0.33,700.7,58.78,13.63,11.2,10.1
2022-04-24 07:30:00+00:00,11.27,90.0,0.61,682.9,57.87,14.11,11.6,10.6
2022-04-24 07:40:00+00:00,12.18,90.0,0.41,558.1,55.01,13.73,12.5,11.9
2022-04-24 07:50:00+00:00,12.77,90.0,0.18,532.3,52.81,13.33,13.2,12.4
2022-04-24 08:00:00+00:00,13.36,90.0,0.07,555.9,55.1,14.11,13.8,12.8
2022-04-24 08:10:00+00:00,13.91,90.0,0.1,489.5,53.82,13.81,14.2,13.6
2022-04-24 08:20:00+00:00,14.01,270.0,0.74,474.9,52.49,13.68,14.3,13.7
2022-04-24 08:30:00+00:00,14.42,90.0,0.74,468.9,54.99,14.35,15.0,14.0
2022-04-24 08:40:00+00:00,15.12,90.0,0.99,416.8,50.17,14.0,15.4,14.8
2022-04-24 08:50:00+00:00,15.21,90.0,1.7,390.8,51.57,14.05,15.5,15.0
2022-04-24 09:00:00+00:00,15.36,90.0,2.0,382.1,52.43,14.97,15.8,15.2
2022-04-24 09:10:00+00:00,15.92,90.0,1.61,366.9,48.35,14.98,16.5,15.4
2022-04-24 09:20:00+00:00,16.84,90.0,1.78,359.8,46.55,15.11,17.6,16.2
2022-04-24 09:30:00+00:00,17.36,90.0,2.27,353.4,45.78,15.5,17.8,17.0
2022-04-24 09:40:00+00:00,17.6,90.0,2.24,360.9,44.97,15.62,18.0,16.9
2022-04-24 09:50:00+00:00,17.49,90.0,2.62,364.2,46.01,14.89,17.7,17.3
2022-04-24 10:00:00+00:00,17.74,90.0,2.19,350.3,47.02,15.14,18.3,17.1
2022-04-24 10:10:00+00:00,17.45,90.0,3.62,355.1,46.74,15.21,17.7,17.3
2022-04-24 10:20:00+00:00,17.17,90.0,3.63,342.8,46.98,15.32,17.4,16.9
2022-04-24 10:30:00+00:00,17.57,90.0,3.91,346.4,45.68,15.78,17.9,17.2
2022-04-24 10:40:00+00:00,17.91,90.0,3.5,351.5,46.14,15.3,18.2,17.7
2022-04-24 10:50:00+00:00,18.09,90.0,3.61,349.2,47.24,15.17,18.4,17.7
2022-04-24 11:00:00+00:00,18.38,90.0,3.55,341.9,46.32,15.63,18.7,18.1
2022-04-24 11:10:00+00:00,18.61,90.0,4.18,340.4,45.1,16.14,19.0,18.2
2022-04-24 11:20:00+00:00,18.86,90.0,4.04,348.9,42.7,16.68,19.3,18.5
2022-04-24 11:30:00+00:00,19.11,90.0,3.67,347.6,42.31,16.6,19.4,18.6
2022-04-24 11:40:00+00:00,19.19,90.0,4.35,345.6,41.14,16.98,19.4,18.9
